id,node_ids,road_name
8078,1040924610 1040925003 1040924953 1040924372 1040925186 1040924589 1040924509 1040924522 1040924907 1040924743 1040924771 1040924537 10289401994,Uday Shankar Marg
8079,10289401994 2203378419,Uday Shankar Marg
8080,3773128070 3773128073 6649568317 6649568314 6649568310 6649568312 3773128078 3773128079 3773128081 3773128083 3773128084 3773128087 7218461997 4231900198 3773128089,SS Mota Singh Marg
8081,3773128089 9910954676,SS Mota Singh Marg
8082,12129021227 3773128090,SS Mota Singh Marg
8083,3773128090 4231900199 7218461996 4231760479 9916390443 3773128088 9699732998 3773128086 3773128085 3773128082 3773128080 6649568313 3773128077 6649568311 6649568315 9699718568 3773128072 9699718555 3773128069 3773128066 3773128062 3773128058 3773126951 3773126929 9624515015 3773126904 9624515014 3773126882 3773126877,SS Mota Singh Marg
8084,3773126877 3773126871,SS Mota Singh Marg
8085,3780715311 11671858214 4233155467 6649650600 4233041310 913535975 913534729,Outer Ring Road
8086,3780715300 10274685735 913535633 10274685739 3780715295 11909469377,Outer Ring Road
8087,11909469377 913534966,Outer Ring Road
8088,3014345492 6630673967 11649039827 4233657500 4233657504 3014345493 6642476437 4233657513 4233657518 4233657524 3014345495 6616075607 3014345496 12105688117 4233549416 3014345500 9854827531 4233549421 9837943086 3014345498 599901348,Road No. 30
8089,913535951 6642483649 6750638809 11909226044 6649650603 913535287 2265710285,Road No. 30
8090,2265710285 1825246003 11675829831 9789570489 4233155474 10254978862 11909209808 10254978851 11909209806 10254978844 1825246005,Road No. 30
8091,1825246005 6643121409 4233155481,Road No. 30
8092,3780715304 3780715302 3780715300,
8093,3780715300 3780715298 3780715297 3780715299 3780715301,
8094,3780715301 3780715303 913535951,
8095,913535951 913535400,
8096,913535400 3780715307 3780715308 3780715311,
8097,3780715311 3780715312 3780715313 3780715310 3780715309,
8098,3780715309 3780715306 3780715305,
8099,3780715305 3780715304,
8100,3780715292 3780715289 3780715287 9909262052 9909262053 3780715283 3780715279 9909510957 3780715278 3780715274 3780715271 12100530473 9910763425 9910763423 9910763424 9910763426,
8101,3806533236 6404933438 3806533234 6404933439 3806533232 6404933440 3806533231 6404933437 3806533233 6404933436 3806533235 6404933435 3806533237,
8102,345277865 250078355,
8103,3807950331 3807950332,
8104,3807950288 9888852016 4480829028 3807950289 9886627857 3807950295 9888851986 3807950299 4223744423 3807950300 9886627842 9886627841 9886627840 3807950301 3807950302 4223744444 9886627839 3807950303 3807950304 4223744456 3807950305 3807950306 9886627838 3807950307 3807950312 4223744479 4223744481 3807950314 6762953385 4223744493 3807950315 3807950323 9886627837 9886627836 9886627835 3807950324 3807950325 3807950326 9886627834 3807950327 3807950328 9886627833 3807950329 3807950330 3807950331,
8105,3807950332 9884997074,
8106,9884997074 3807950333 3807950334 3807950335 9884997062 9884263961 3807950336 3807950337 3807950338 3807950339 9884984629 3807950340 3807950341 9884984628 3807950342,
8107,3807950342 3807950343 9884250062 9884279835 3807950344 9884299478 9886333258 9886433443 9884227619 3807950345 9884227620 3807950346 9884299462 9884299467 3807950347 9884227621 9884250083 3807950348 9884227622 13030461959 9884250085 3807950349 3807950350 9884250097 3807950351 9884250087 3807950352 3807950353 9884227623 9884227625 9884257092 3807950354 9884227624 3807950355 3807950356 9884227626 3807950357 3807950358 9884227627 3807950359 9884227628 3807950360 4223744544 9884227629 4223744551 9889677614 9889679374 9889677613 9889491409 9889491411 3807950365 9889491412 9889491410 3807950367 4223744567 9889491415 9889491413 3807950368,
8108,3807950368 9889491414 4224942011 9889566330 9889535317 3807950371 9889491416,
8109,9889491416 9889677609 9889535318 4224942012 3807950372 9889566347 4223744596 9889535322 3807950373 4233825426 3807950374 3807950375 3807950376 3807950377 3807950378 3807950379 3807950380 9884295455 3807950381 3807950382 9884295454 3807950383 4223744621 9884295453 3807950385 9884295452 9884295451 3807950388 3807950393 9884355856 4221290130 9884323361 9884323360,
8110,9884323360 3807950397,
8111,3932804801 9884263948 3932804802 9884263947 9884210605 9884210604 3807972857 9884210603 9884237615 9884279819 9884237580 3807950342,
8112,3807972903 9889679351 3807972909 3807972910 3807972911 3807972908 4228183878 4215044927 4215044925 4215289878 9665104593 4215289877 9889625737 9889625768 9889625769 9889665033 3807972898 3807972899 9889665034 3807972900 4228183877 9889625734 3807972906 3807972905 9889625735 3807972897 9890968533 9665213123 9665213117 9889625732 9889625727 9889625723 9889625718 3807972886 9889609175 9889609174 9889609176 9889535326 9889535330 9889535335 4223744599,
8113,4223744599 4223744598 4223744597 9889556566 9889566339 9889556567 3807972880 4233825416 4223744595 9889535319 9889566345 9889566344 9889491416,
8114,3808032009 4228117378 4228117363 4228117355 4228117346 4228117338 4228117315 9894302007 9894302008 3808032007 9894302006 4228036921 4228036910 4228036887 4228036856 3808032005 4228036840 4228036835 4228036832 3808032002 3808032003 4228036828 4228036829 4228036831 3808032004 4228036830 3808032001 3808032000 3808031999 4228036812 3808031998 4228036803 4228036685 3808031997 4228036677 3808031994 2692244868 9891339756 9894379943 9894379939 2692244864 9599450679 9599450682 4228036599 4228036586 4228036548 4227957099 4227957076 4227957063 4227957059 4227957058 4227957056 4227957052 4227957047 9894318231,
8115,9894318231 9894318240 9894318239 9894318235,
8116,3808031983 4227956965 4227956983 4227956985 4227957007 4227957019 3826497381,
8117,3826497381 9894302009,
8118,4229409803 3808031975,
8119,3808031975 9913602365 4229561444 4229561452 4229561466 9911278866 4229561486 9911278868 4229561497 4229561545 4229561560 4229561585 4229561706 3808031982 3808031983,
8120,2228791336 6197434312 6197434317 6197434320 4233197850 4233197848 6490662334 9903568866 9903568864 9903726558 9903806340 9908660645,
8121,3826497041 9888952220 9888952219 9888952218 3826497042 3826497043 3826497044 3826497046 3826497047 3826497048 3826497049 3826497050 3826497051 9888938694 3826497052 3826497053 3826497054 3826497055 3826497056,
8122,3826497359 3826497360 3826497361 3826497362 3826497363 3826497364 3826497366 3826497365 3826497041,
8123,3826497359 3826497368 3826497369 3826497370 6393509660 3826497371 9894735967 3826497372 9894735966 9894735968 9894735965 3826497373 3826497374 3826497375 3826497376 13147917510,
8124,13147917510 13147917511,
8125,13147917511 13147917517 4227957041 3826497377 9894481220 3826497378 3826497379 3826497380 3826497381,
8126,3832409838 3832409855,Okhla Barrage
8127,3832409836 3832409854,Okhla Barrage
8128,12765652958 11915633808,
8129,11915633808 6274848293 8566567089 11915633807,
8130,11915633807 3832409831 11659648803,
8131,11659648803 3832409836,
8132,3840390811 3840390812 3840390813 3840390814 3840390797,
8133,3840390797 3840390815 3840390798 3840390799 3840390800 3840390804 3840390805 3840390806 2149586296,
8134,2149586296 3840390807 3840390808 3840390809 3840390810 3840390801 3840390802 3840390796,
8135,3840390796 3840390803 3840390811,
8136,2353499050 2353499049,
8137,2353499049 2353499040 2353499036 9916539742 3864631905,
8138,3864631905 9916539741 2353499031 2353499022 9916539743 2353498956 9916539744 9916539745 413317579 10292799699 413317578 6746806821 9916253081 9916290600 9916300482 413317576 9916539746 2353498938 4229981960 413317575 413317574 3864631762 3864631761 413317573 413317572 9916539776 9916539775 9916539774 9916539779 3861791028 3861791027 9916300456 3861791024 9916300455 9916300454 3861791023 9916300459 3861801665 9916300458 3861801664 9916300457 3861801662 4229981934 4229981927 3861801659 4229981923 4229981921 4229981918 3861801658 4229981911 4229981904 3861781856 9916539810 9916539806 9916539804 9916539807 9916539808 9916539809 9916539811 2928616295 2928616294 940975615 2928616292 4229981565 2928616290 1920070011 9916392356 940975613 2928616264 2928616263 1920069989 2928616265 940975620 9914731924 9914731923 4229981531 4229981532 4229981537 2928616278 2928616280 2928616277 2928616275 2928616272 2928616273 2928616274 2928616279 2928616285 2928616289 2928616288 2928616287 940975614 940975606 1986226638 2136003450 13148702070,
8139,13148702070 413757240 413757234 9894778784 9894778783 413757235 9894778787 413757241 413757242 9911274508 413757244 13148702080,
8140,13148702080 4230022629 6645681212 413757245 4230022626 413757246 4230022623 4230022616 9910999621 9910999623 4230022612,
8141,4230022612 9911189567 9910999622 2136003426,
8142,3864631905 7181022178 3864631904,
8143,3742379837 9896630979 4229519418 3864631712 4229519280 2431985752,
8144,2431985752 9895140828 4229519230 3864631654 9895140827 9895140826 9895140825 4229457999 3864631639 9895140824 3864631624 3864631617 1665959878,
8145,3864631737 9894983440 9894983439 9894983441 4229519279 4229519259 4229519244 4229519233 1665959885,
8146,3868533605 11501721516 11501721515 11501721514 3868533606 9914428857 9914428858 9914428860 9914428859 3868533611 3868533610 9914428863 9914428861 9914428862 3868533609 4130540986 3868533614 7175746874 7175746873 4195035212 3868533616 9914428866 3868533617 3868533618 9914428865 9914428864 4130541094 3868533619 3868533621 4130541101 9916426999 3868533622 9914431624 3868533624 9914431625 3868533628 3868533627 4130541103 3868533625 9911408229 3868533623 9911408228 9911751849 3868533626 9911751848 3868533629 9911751847 3868533631 9911751845 9911751846 3868533633 6538851644 3868533637 3868533640 3868533642 3868533644 3868533648 4135924550 3868534959 3868534960 3868534971 3868534972 3868534981 4132308857 4132308873 9914431630,
8147,9913821627 3868603865 6630509504 9913842312 9913821619,
8148,4667726887 3897689457 3897689458 3897689459 3897689460 9867603576 4667727091 4667727090 3897691452,
8149,5485816807 2471585464 9898847497 10170720783 2746538857 915521268 9898847501 9898847500 11844209382 9898847499 9898847498 915521357 11844144656,
8150,11844144656 915521542 2746538838 2746538837,
8151,1863525995 3908908655,GT Road
8152,3909271455 1815928564 1815928552 1815928537 1815928523 1815928502 1815928440,Mathura Road
8153,3807950397 4221290133 9884616024 9884355821 3929067083 9884355822 3929067084 9884306507 3929067085 9889370172 9889370171 9889370170 3929067086 9889370169 9889370168 9889370167 3929067097 9889370166 9889370165 9889370164 4221363945 9889370163 3929067098 9889370162 9889370158 9889370161 9889370160 4221363946 9889370159 3929067099 9889370157 9889370156 9889370151 9884401474 9884401473 9884401472 9884607244 9884401471 9884607239 4221363955 9884643119 4221363957 9884401470 4221291000,
8154,4221291000 3929067111 9884616018 4221291011 9884661546 9884490426,
8155,3807950399 4221290135 9884306506 9884323381 3929067088 9884323382 3929067089 9884401476 3929067087 9884401475 3929067090 9884401477 3929067091 9884401478 3929067092 9884401479 9884401481 3929067095 9884401480 9884401482 3929067094 9889261933 9889261934 9889261935 9889261936 3929067093,
8156,3947529835 11462925678 10248638953 12901223712 4778146136 12901223721 10248567769 11462925609 1191294803,Way to Palika Car Parking
8157,271336002 11888519905 3952686116,Anuvrat Marg
8158,3953434472 3953434470 3953434466,
8159,3953433052 2636251473,
8160,3953434457 712869235,
8161,712869235 1839617366 1837410821,
8162,3953433052 5562923330 3953433053 5562923329 3953433054 3953433055 3953433056 3953434457,
8163,11647790128 7843008372 11645923230 563155242,Delhi-Noida Direct Flyway
8164,11647790129 11647790125,Delhi-Noida Direct Flyway
8165,11647790125 315999123 315999131 7151371232 315999135 7151371234 315999133 315999112 315999114,Delhi-Noida Direct Flyway
8166,250075320 4929069594 9850019125 427851307 427851169,Doctor KB Hedgewar Marg
8167,427851169 427851168 10304560342,Doctor KB Hedgewar Marg
8168,10304560342 11240829440 915578393,Doctor KB Hedgewar Marg
8169,915578393 427851302,Doctor KB Hedgewar Marg
8170,427851302 427851167 10304560341,Doctor KB Hedgewar Marg
8171,10304560341 427851166 427851165 427851164 427851315 9837967564 10971250655 2936644366,Doctor KB Hedgewar Marg
8172,2936644367 1863531129 427851314 427851313 5819987980 427851312 427851301 915578857,Doctor KB Hedgewar Marg
8173,915578857 11240829439 915578456,Doctor KB Hedgewar Marg
8174,915578456 915578379,Doctor KB Hedgewar Marg
8175,915578379 427851296,Doctor KB Hedgewar Marg
8176,427851296 1863531120 10913747968,Doctor KB Hedgewar Marg
8177,10913747968 427851295,Doctor KB Hedgewar Marg
8178,427851357 913486551,Shaheed Captain Vikram Batra Flyover
8179,913486551 427851356 11818195654,Shaheed Captain Vikram Batra Flyover
8180,7590695638 12157515763 838835385,Nizamuddin Road Flyover
8181,913486984 913486090 9867864794 913486207,Mahatma Gandhi Marg
8182,560646475 365536692 913486012,Mahatma Gandhi Marg
8183,838393150 838393216 3648453069 6616173910,Mahatma Gandhi Marg
8184,6616173910 838393152,Mahatma Gandhi Marg
8185,12157448378 838835389,Nizamuddin Railway Station Flyover
8186,5819987955 9803651269 427851263 5819987949 427851262 12282425962 427851206 427851205,Mahatma Gandhi Road
8187,838393181 838393207,
8188,427851261 838393190,
8189,913486649 913486836,Shaheed Captain Vikram Batra Flyover
8190,838393238 838393176 838393122,
8191,4030303568 4030303570,
8192,4030303570 6649593018 6649593027 6649593029 4030303572,
8193,4030303572 4030303575,
8194,4030303574 4030303571,
8195,4030303571 6649593028 9598911762 4030303569,
8196,4030303569 4030303567,
8197,4030850357 4030850355,
8198,1191281887 6542579392 4030850357,
8199,1191281953 2632342645,
8200,2632342645 6542579391 1191281916 1191281883,
8201,4030850355 4030850352 6542579390 4030850351,
8202,4030850351 4030850350,
8203,4039562088 4039563590 5792664479 4039563592 5792664478 4039563594 5792664477 5792664476 4039563596 4039563597 5792664475 5792664474 4039563599 4039563601,
8204,11516179337 12320134808,
8205,12320134808 4055951147 12320134806,
8206,12320134806 11516179334 4055951148 4055951149 4055951154 4055951155 7045690763 6716247194,
8207,6631071066 12526386162 4055951144,
8208,9867265468 4216792899 4216792901 9867265472 4216792903 9867254623 9867257664 4216792905 4059476816 4216792907 4216792909 4216792917 9837891554 9837891562 4216852203 4216792908 4216792966 4216792971 4216792982 4216792987 4216796906 4216852215 4216796912 4216852222 4216796914 4216852234 9867240140 9867240139 4216796927 4216796932 9838114287 4216796936 4216852269 4216852275 4216852298 4216796964 4216852303 4216796968 4216852312 9865812370 4216796981 4216796997 4216748652 4216748657 9838124117 9838114315 4216748678 9868099450 4059476843 9868099449 4216755405 4216755406 4059476842 9838124140 4216797067 4216755404 4216797066 4216797065 4216755403 4216797064 4216755402 9871670074 4216797061 4216755400 4216755398 4216797059 4216755401 4216755399 4216797060 4216797062 4216797063 4059476841,
